出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測最低價格,最低價格,效能,最佳效能,標準化效能
晚上8:00,晚間班機,TSA,ICN,IT 602,9099.0,5380.478376343242,7599,0.4086736590456927,0.16485328058028353,2.479014415771172
下午2:50,下午班機,TSA,HKG,UO 113,1600.0,1457.2209977778416,1510,0.089236876388849,0.05625,1.5864333580239822
晚上10:30,晚間班機,TSA,HKG,CI 607,4674.25,3803.910897420833,3577,0.1861986634388762,0.2347435417446649,0.7932003668983068
下午2:25,下午班機,TSA,HKG,BR 855,4128.75,3819.330346253837,3813,0.07494269542746909,0.07647593097184378,0.9799513974541979
上午8:05,早晨班機,TSA,HKG,JX 233,6912.5,4029.292620456497,4877,0.4171005250695845,0.29446654611211576,1.4164614981790729
下午1:35,下午班機,TSA,ICN,7C 2602,7876.75,3696.6643026670217,4562,0.530686602638522,0.42082711778334975,1.2610560969403357
晚上9:10,晚間班機,TSA,HKG,CI 921,12856.0,3635.347559082482,11150,0.7172256099033539,0.13270068450528935,5.404837304172051
下午5:40,下午班機,TSA,HKG,UO 115,2701.5,1701.047106986917,1585,0.37033236831874256,0.41328891356653713,0.8960617044452154
下午1:20,下午班機,TSA,HKG,CX 495,4469.75,4378.0564454206215,4396,0.020514246787712635,0.016499804239610717,1.2433024349746244
下午1:55,下午班機,TSA,ICN,TG 633,6116.25,5766.432326639993,5717,0.05719479638013598,0.06527692622113224,0.8761870340889334
上午10:35,早晨班機,TSA,NRT,JL 802,10496.5,9306.613889202728,9778,0.11336027350043078,0.0684513885580908,1.6560697436287704
晚上10:30,晚間班機,TSA,ICN,CI 837,6436.75,8902.071537992253,5235,-0.383007191205539,0.18670136326562317,-2.0514429273910992
上午9:40,早晨班機,TSA,ICN,BR 201,15122.0,6486.348392735501,8002,0.571065441559615,0.4708371908477715,1.2128724167506317
晚上7:55,晚間班機,TSA,SIN,CI 755,5469.25,6111.796346997418,5219,-0.11748344782144139,0.045755816611052706,-2.567617770219454
上午10:50,早晨班機,TSA,HKG,CI 909,3976.75,3704.3713707209536,3600,0.06849277155442168,0.0947381655874772,0.722969155352479
下午4:10,下午班機,TSA,SIN,TR 899,4248.0,3153.16476234707,3298,0.2577295757186747,0.2236346516007533,1.1524581448978213
下午3:20,下午班機,TSA,NRT,BR 196,10940.75,10090.41087302078,10748,0.07772219701384449,0.017617622192262872,4.411616741785831
中午12:35,下午班機,TSA,NRT,CI 104,9608.0,8529.285805836744,8352,0.11227250147411076,0.13072439633638636,0.8588488807032294
清晨7:55,早晨班機,TSA,NRT,BR 184,9662.25,9637.965392954851,9165,0.0025133490693315464,0.05146316851664985,0.04883782211191299
晚上8:55,晚間班機,TSA,HND,MM 860,6232.5,5076.569829936585,4430,0.18546813799653672,0.28920978740473324,0.6412927434471096
下午5:10,下午班機,TSA,ICN,OZ 714,8395.0,6033.872630956068,6441,0.28125400465085554,0.2327575938058368,1.208355869520948
下午3:35,下午班機,TSA,NRT,IT 202,7124.0,5665.308712415089,6099,0.2047573396385333,0.14387984278495228,1.4231134513023522
上午10:05,早晨班機,TSA,ICN,CI 831,5737.5,5736.772596196233,5420,0.0001267806193928923,0.05533769063180828,0.002291035602414865
凌晨2:20,凌晨班機,TSA,NRT,GK 12,5893.0,4489.302917270907,4018,0.2381973668299836,0.318174104870185,0.748638444122183
下午3:00,下午班機,TSA,NRT,JX 804,10405.5,5928.471108701809,7996,0.43025600800520797,0.2315602325693143,1.8580738291339247
下午5:10,下午班機,TSA,ICN,OZ 714,12573.0,7074.136987940829,9012,0.437354888416382,0.2832259603913147,1.5441906801626428
上午8:05,早晨班機,TSA,HKG,BR 851,4557.5,4144.284670466009,3880,0.0906671046701023,0.14865606143719146,0.6099119255114261
下午4:00,下午班機,TSA,NRT,MM 624,5622.5,5423.740320070589,3650,0.03535076566107792,0.3508225878168075,0.10076536371579752
下午4:10,下午班機,TSA,SIN,TR 899,7113.0,5505.003589431335,4998,0.22606444686751934,0.2973428932939688,0.7602819908126076
清晨7:25,早晨班機,TSA,SIN,BR 225,6017.75,5825.3223175591465,5739,0.03197668272042765,0.046321299489011675,0.6903235244514923
清晨7:00,早晨班機,TSA,HKG,BR 891,4055.25,3819.6874205596378,3813,0.05808830021339307,0.05973737747364528,0.9723945487734251
凌晨12:10,凌晨班機,TSA,HND,IT 216,12299.0,8972.41818439616,8199,0.2704757960487715,0.33336043580778923,0.8113614184399611
清晨7:40,早晨班機,TSA,ICN,TG 637,12708.5,10823.698701730444,11876,0.14831028825349618,0.0655073376086871,2.2640255835069745
上午10:45,早晨班機,TSA,ICN,ZE 882,5150.0,2871.9134948123587,4400,0.4423468942111925,0.14563106796116504,3.037448673583522
下午3:50,下午班機,TSA,HKG,CX 443,6264.0,5337.500446273012,5413,0.14790861330252042,0.13585568326947636,1.0887186295264253
下午4:30,下午班機,TSA,HND,BR 190,10191.5,11618.269989982193,9448,-0.139996074177716,0.07295295098856891,-1.9189912440917183
上午8:45,早晨班機,TSA,SIN,JX 771,5600.5,5500.267142430182,5278,0.017897126608306117,0.05758414427283278,0.3107995583560261
下午5:40,下午班機,TSA,HKG,UO 115,1735.0,1584.4975280498477,1340,0.08674494060527511,0.2276657060518732,0.3810189163294996
中午12:35,下午班機,TSA,NRT,CI 104,13027.25,8837.3805212849,8402,0.32162347991441786,0.35504423420138553,0.905868759248711
上午10:45,早晨班機,TSA,HKG,CX 489,4469.75,4359.008926201974,4353,0.024775675104430062,0.026120029084400694,0.948531681353544
上午9:30,早晨班機,TSA,HND,JL 96,26535.5,13594.38768072525,13716,0.4876905398155207,0.48310753518870947,1.009486510337747
晚上7:25,晚間班機,TSA,ICN,KE 188,11973.25,9060.67418409326,9926,0.2432569115241677,0.17098532144572276,1.422677160047254
下午2:05,下午班機,TSA,HKG,UO 111,1493.75,1459.1292033946588,1430,0.02317710232993552,0.042677824267782424,0.5430713192994696
上午9:50,早晨班機,TSA,HKG,BR 867,4002.25,4237.995657990989,3700,-0.05890328140195854,0.07552001998875632,-0.7799690917815999
凌晨2:20,凌晨班機,TSA,NRT,GK 12,4988.0,4584.921944697566,4018,0.080809553990063,0.19446672012830793,0.415544386909726
下午1:35,下午班機,TSA,ICN,7C 2602,7802.0,7190.022227268333,4270,0.07843857635627619,0.45270443476031785,0.17326664007125334
晚上7:30,晚間班機,TSA,HKG,CX 565,4527.5,4359.008926201974,4353,0.037215035626289625,0.03854224185532855,0.9655648928253654
下午1:50,下午班機,TSA,ICN,CI 835,15359.5,11709.408931662629,10723,0.23764387306470727,0.30186529509424137,0.7872513896985595
上午10:45,早晨班機,TSA,HKG,CX 489,4520.5,4383.95041873743,4353,0.030206742896265994,0.03705342329388342,0.8152213806720623
中午12:35,下午班機,TSA,NRT,CI 104,9601.0,8837.3805212849,9048,0.07953541076086865,0.057598166857618996,1.3808670501177214
上午8:30,早晨班機,TSA,NRT,JX 800,11884.25,10309.77597785366,10764,0.13248408794381974,0.09426341586553631,1.4054666566805087
