出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測平均價格,平均價格,效能,最佳效能,標準化效能
上午9:25,凌晨班機,TSA,HKG,JX 741,22336.25,17994.63,22135,0.1943755106609211,0.6454642117633891,0.30114064748825187
下午1:30,下午班機,TSA,HKG,JX 745,26090.75,17515.92,22921,0.32865402489388007,0.6457365158149919,0.5089599501417104
上午8:25,早晨班機,TSA,HKG,BR 211,20679.0,18178.707,21095,0.1209097635282171,0.009042990473427149,13.370550802139045
上午8:05,早晨班機,TSA,HKG,BR 67,23982.5,19033.996,22520,0.20633812154696135,0.5352861461482331,0.3854725608568647
清晨7:35,早晨班機,TSA,HKG,BR 75,25979.0,18178.707,26140,0.30025378190076607,0.2112090534662612,1.4215952250774562
晚上10:30,晚間班機,TSA,HKG,CI 837,17506.5,14774.28,17374,0.15606888869848337,0.42055807842801246,0.3710994906621391
晚上9:30,晚間班機,TSA,HKG,VZ 565,13403.5,8130.68,12990,0.3933912783974335,0.25549296825456036,1.5397342677763177
晚上8:45,晚間班機,TSA,HKG,BR 205,19479.5,15918.416,19481,0.18281187915500915,0.2965938550784158,0.6163710947641714
晚上10:30,晚間班機,TSA,HKG,BR 61,20548.5,16486.271,20320,0.1976898070418765,0.3305594082293111,0.5980462274567537
上午10:05,凌晨班機,TSA,HKG,CI 831,20163.25,16334.824,20909,0.18987147409271815,0.11452766791067909,1.6578655407599867
上午9:25,凌晨班機,TSA,HKG,JX 741,20599.25,17994.63,21572,0.12644246756556665,0.005934682087940095,21.305685071574633
下午1:50,下午班機,TSA,HKG,CI 835,17493.75,12750.858,17600,0.2711192282958199,0.06498035012504466,4.172326369034527
下午1:30,下午班機,TSA,HKG,JX 745,19541.25,13263.398,19274,0.32126153649331546,0.16530416426789485,1.9434570079715192
